f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,y,explanation
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5707638888888888,0.0,0.7529411764705882,0.5058823529411764,0.10980392156862744,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.06274509803921569,0.5617456321049821,0.007874015748031496,1.2293441772913982e-07,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5039930555555555,0.0,0.7529411764705882,0.6588235294117647,0.8313725490196079,0.015686274509803918,0.6294346532387274,0.7529411764705882,0.6627450980392157,0.9490196078431372,0.0196078431372549,0.0012207217517357135,0.05511811023622047,3.380696487551344e-05,0.0,0.0,1.0,0,1,0,0,1,0,1,['f24']
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6412037037037037,0.0,0.7529411764705882,0.6588235294117647,0.7843137254901961,0.035294117647058816,0.9060349431601434,0.08627450980392158,0.12941176470588234,0.043137254901960784,0.043137254901960784,0.00024414435034714275,0.007874015748031496,7.078042232889867e-08,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6557291666666667,0.0,0.7529411764705882,0.5372549019607843,0.10980392156862744,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.06274509803921569,0.6869306477454795,0.023622047244094488,8.568156387182469e-08,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6075925925925926,0.0,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.05098039215686274,0.7646448462653543,0.1411764705882353,0.7607843137254902,0.20392156862745095,0.015686274509803918,0.006759746700236515,0.007874015748031496,1.2293441772913982e-07,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5795023148148148,0.0,0.7529411764705882,0.5058823529411764,0.10980392156862744,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.0784313725490196,0.808041504539559,0.015748031496062992,9.685742002901922e-08,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5521759259259259,0.0,0.7529411764705882,0.5058823529411764,0.10980392156862744,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.0196078431372549,0.7421835660334173,0.023622047244094488,4.0046817896613716e-07,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6897337962962963,0.0,0.7568627450980392,0.7568627450980392,0.0392156862745098,0.7960784313725491,0.002822919050888838,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.06274509803921569,0.5421225299458304,0.007874015748031496,0.00024481457969411757,0.0,1.0,0.0,1,0,0,0,0,0,0,"['f23', 'f25']"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6005092592592592,0.0,0.7529411764705882,0.5058823529411764,0.10980392156862744,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8470588235294118,0.06274509803921569,0.6827801937895781,0.015748031496062992,5.62518093245458e-07,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6149189814814815,0.0,0.8196078431372549,0.6627450980392157,0.4549019607843137,0.6078431372549019,0.0067292286564431215,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.05882352941176471,0.911787594415198,0.007874015748031496,1.0393546226190908e-06,0.0,1.0,0.0,0,1,0,0,1,0,0,"['f23', 'f26', 'f29']"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6131365740740741,0.0,0.6,0.1411764705882353,0.5882352941176471,0.027450980392156862,0.006759746700236515,0.7529411764705882,0.6588235294117647,0.7843137254901961,0.015686274509803918,0.9086442359044784,0.007874015748031496,1.2293441772913982e-07,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5406134259259259,0.0,0.7529411764705882,0.5058823529411764,0.10980392156862744,0.035294117647058816,0.0027618829633020525,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.09411764705882353,0.6869916838330663,0.015748031496062992,8.568156387182469e-08,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6521296296296296,0.0,0.7215686274509804,0.8862745098039215,0.2823529411764706,0.6235294117647059,0.006759746700236515,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.043137254901960784,0.5338216220340276,0.007874015748031496,1.2293441772913982e-07,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6002314814814815,0.0,0.4705882352941176,0.8784313725490196,0.17254901960784313,0.7725490196078432,0.006759746700236515,0.7529411764705882,0.6588235294117647,0.8235294117647058,0.05882352941176471,0.8656595712214847,0.09448818897637797,7.346262780662535e-06,0.0,0.0,1.0,1,1,0,0,1,0,1,['f24']
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5278356481481481,0.0,0.7529411764705882,0.5019607843137255,0.10980392156862744,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8705882352941177,0.015686274509803918,0.8322270542458229,0.015748031496062992,5.587928078597263e-09,0.0,1.0,0.0,0,0,0,0,0,0,1,"['f23', 'f25', 'f26', 'f27', 'f28', 'f29', 'f30']"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6800578703703704,0.0,0.7529411764705882,0.5058823529411764,0.1176470588235294,0.5450980392156862,0.0007476920729381247,0.7529411764705882,0.6588235294117647,0.7529411764705882,0.0,0.9180437933928436,0.007874015748031496,1.2293441772913982e-07,0.0,0.0,1.0,0,0,0,0,0,0,1,['f24']
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4964814814814815,0.0,0.7529411764705882,0.6588235294117647,0.392156862745098,0.0196078431372549,0.006790264744029908,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.615686274509804,0.5396963454642557,0.007874015748031496,2.0116541082950148e-07,0.0,1.0,0.0,0,1,0,0,1,0,0,"['f23', 'f26', 'f29']"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7088773148148149,0.0,0.09019607843137256,0.1450980392156863,0.1607843137254902,0.043137254901960784,0.0012207217517357135,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.05098039215686274,0.7413748378728924,0.007874015748031496,1.8998955467230693e-07,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606944444444445,0.0,0.7529411764705882,0.5058823529411764,0.10980392156862744,0.035294117647058816,0.0009308003356984819,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.11372549019607844,0.9213244831006332,0.023622047244094488,1.8626426928657547e-07,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5359722222222222,0.0,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.0196078431372549,0.7333180743114366,0.407843137254902,0.9137254901960784,0.807843137254902,0.0196078431372549,0.0012207217517357135,0.007874015748031496,4.5448481705924406e-07,0.0,0.0,1.0,0,1,0,0,1,0,1,['f24']
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5969097222222223,0.0,0.7529411764705882,0.5058823529411764,0.10980392156862744,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.09411764705882353,0.5619897764553292,0.023622047244094488,2.0489069621523302e-07,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6594328703703703,0.0,0.20392156862745095,0.6901960784313725,0.5490196078431373,0.8039215686274509,0.006759746700236515,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.0392156862745098,0.8592813000686655,0.05511811023622047,1.7341203470580174e-06,0.0,0.0,1.0,0,1,0,0,1,0,1,['f24']
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5219675925925926,0.0,0.7529411764705882,0.6588235294117647,0.7843137254901961,0.0,0.8817730983443961,0.5490196078431373,0.976470588235294,0.07058823529411765,0.015686274509803918,0.0012207217517357135,0.015748031496062992,7.450570771463017e-09,0.0,0.0,1.0,0,1,1,0,0,0,1,['f24']
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6279282407407407,0.0,0.7529411764705882,0.5058823529411764,0.10980392156862744,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.06274509803921569,0.6869306477454795,0.023622047244094488,2.0489069621523302e-07,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5694212962962963,0.0,0.7529411764705882,0.6588235294117647,0.8156862745098039,0.015686274509803918,0.636087586785687,0.10196078431372547,0.0,0.8352941176470589,0.09803921568627452,0.0012207217517357135,0.007874015748031496,1.601872715864549e-07,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8045949074074074,0.0,0.011764705882352941,0.10196078431372547,0.1176470588235294,0.7529411764705882,0.006759746700236515,0.7529411764705882,0.6588235294117647,0.8235294117647058,0.0039215686274509795,0.8061646448462654,0.007874015748031496,1.0058270541475074e-07,0.0,0.0,1.0,0,1,1,0,0,0,1,['f24']
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6804976851851852,0.0,0.08627450980392158,0.8,0.8862745098039215,0.5529411764705883,0.006759746700236515,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.007843137254901959,0.7497978179598688,0.007874015748031496,1.2293441772913982e-07,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6252546296296296,0.0,0.8470588235294118,0.2274509803921569,0.807843137254902,0.9019607843137256,0.0012207217517357135,0.7529411764705882,0.6588235294117647,0.8235294117647058,0.0196078431372549,0.9931334401464866,0.05511811023622047,2.7194583315840016e-07,0.0,0.0,1.0,1,1,1,0,1,0,1,['f24']
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.565162037037037,0.0,0.7529411764705882,0.5058823529411764,0.09411764705882353,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.027450980392156862,0.8119478141451133,0.023622047244094488,2.160665523724275e-07,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.708136574074074,0.0,0.7529411764705882,0.5058823529411764,0.1176470588235294,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.06274509803921569,0.6201266498817426,0.007874015748031496,1.9557748275090424e-07,0.0,1.0,0.0,1,0,0,0,0,0,0,"['f23', 'f25']"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5889236111111111,0.0,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.07450980392156863,0.647653925383383,0.08627450980392158,0.7215686274509804,0.792156862745098,0.023529411764705882,0.0012207217517357135,0.015748031496062992,1.538542864307113e-06,0.0,0.0,1.0,1,1,0,0,1,0,1,['f24']
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5778125,0.0,0.7529411764705882,0.5058823529411764,0.0784313725490196,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.06274509803921569,0.683085374227512,0.023622047244094488,2.0489069621523302e-07,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5210532407407408,0.0,0.7568627450980392,0.6627450980392157,0.4862745098039216,0.0039215686274509795,0.12732127870603493,0.7529411764705882,0.6588235294117647,0.8627450980392157,1.0,0.6583504997329671,0.0,8.568156387182469e-08,0.0,1.0,0.0,0,0,0,0,1,0,0,"['f23', 'f29']"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671643518518519,0.0,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.054901960784313725,0.7583123521782253,0.5882352941176471,0.4901960784313725,0.2549019607843137,0.2823529411764706,0.0012207217517357135,0.031496062992125984,5.535774083197022e-06,0.0,0.0,1.0,1,1,0,0,1,0,1,['f24']
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5378356481481481,0.0,0.7529411764705882,0.5372549019607843,0.09411764705882353,0.035294117647058816,0.002883955138475624,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.0196078431372549,0.5580376897840849,0.023622047244094488,9.685742002901922e-08,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5913888888888889,0.0,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.05882352941176471,0.787380788891432,0.25882352941176473,0.4274509803921568,0.2980392156862745,0.047058823529411764,0.006759746700236515,0.007874015748031496,1.2293441772913982e-07,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7959375,0.0,0.7529411764705882,0.19607843137254904,0.28627450980392155,0.8,0.006759746700236515,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.06274509803921569,0.682536049439231,0.007874015748031496,1.8253898390084395e-07,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6061111111111112,0.0,0.7529411764705882,0.5372549019607843,0.047058823529411764,0.035294117647058816,0.002883955138475624,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.09411764705882353,0.9330281528953994,0.023622047244094488,6.817272255888661e-07,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6298611111111111,0.0,0.09019607843137256,0.0784313725490196,0.054901960784313725,0.7568627450980392,0.0012207217517357135,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.015686274509803918,0.5624322880903334,0.007874015748031496,1.2293441772913982e-07,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5761342592592592,0.0,0.7529411764705882,0.6588235294117647,0.32941176470588235,0.05098039215686274,0.0067292286564431215,0.7529411764705882,0.6588235294117647,0.9882352941176472,0.1215686274509804,0.9069047074082552,0.007874015748031496,7.078042232889867e-08,0.0,1.0,0.0,0,1,0,0,0,0,0,"['f23', 'f26']"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5304745370370371,0.0,0.7529411764705882,0.5058823529411764,0.10980392156862744,0.035294117647058816,0.0008087281605249103,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.015686274509803918,0.8119478141451133,0.023622047244094488,9.685742002901922e-08,0.0,1.0,0.0,0,0,1,0,0,0,0,"['f23', 'f27']"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5625462962962963,0.0,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.031372549019607836,0.6492408636606394,0.13333333333333333,0.5960784313725489,0.8313725490196079,0.2549019607843137,0.0012207217517357135,0.007874015748031496,1.2293441772913982e-07,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5988773148148148,0.0,0.7529411764705882,0.6588235294117647,0.8470588235294118,0.0196078431372549,0.9106584267948424,0.25098039215686274,0.5058823529411764,0.10980392156862744,0.035294117647058816,0.0047760738536659795,0.007874015748031496,1.2293441772913982e-07,0.0,1.0,0.0,1,1,0,0,0,0,0,"['f23', 'f25', 'f26']"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6303125,0.0,0.7529411764705882,0.6588235294117647,0.8627450980392157,0.047058823529411764,0.6351110093842984,0.1568627450980392,0.09803921568627452,0.27450980392156865,0.7333333333333333,0.0012207217517357135,0.007874015748031496,1.2293441772913982e-07,0.0,0.0,1.0,0,1,0,0,0,0,1,['f24']
